area,ca,curso,modalidade,N,fracN,idd,iddc,idd_faixa,ano
23,Privada com fins lucrativos,71155,Educação Presencial,0,0.0,,,SC,2019
3501,Privada com fins lucrativos,1184938,Educação Presencial,4,0.25,-4.8823,0.3003,1,2019
28,Privada com fins lucrativos,97249,Educação Presencial,8,0.307692308,-3.9855,0.0,1,2019
6208,Privada com fins lucrativos,1180755,Educação Presencial,16,0.8,1.2156,2.974,4,2019
21,Privada com fins lucrativos,100086,Educação Presencial,36,0.818181818,-1.5444,1.2818,2,2019
55,Privada com fins lucrativos,1279544,Educação Presencial,18,0.818181818,1.0723,3.1469,4,2019
17,Privada com fins lucrativos,17259,Educação Presencial,32,0.761904762,-0.1063,2.6707,3,2019
6405,Privada com fins lucrativos,17260,Educação Presencial,10,0.909090909,1.5897,3.2705,4,2019
5,Privada com fins lucrativos,21730,Educação Presencial,51,0.894736842,0.276,2.7969,3,2019
17,Privada sem fins lucrativos,1117638,Educação Presencial,9,0.818181818,-2.1199,1.0733,2,2019
36,Pública Estadual,71069,Educação Presencial,38,1.0,-0.145,2.4893,3,2019
5806,Privada com fins lucrativos,1279642,Educação Presencial,6,0.428571429,0.5008,2.7112,3,2019
3501,Privada com fins lucrativos,1055019,Educação Presencial,25,0.806451613,-0.1531,2.5022,3,2019
5710,Privada com fins lucrativos,1178191,Educação Presencial,21,0.724137931,-0.2208,2.4993,3,2019
6208,Privada sem fins lucrativos,98552,Educação Presencial,39,0.829787234,-0.1681,2.4138,3,2019
5,Privada com fins lucrativos,8669,Educação Presencial,54,0.9,0.6261,3.2166,4,2019
36,Privada com fins lucrativos,8675,Educação Presencial,14,0.875,-0.4841,2.2902,3,2019
28,Privada com fins lucrativos,8676,Educação Presencial,24,0.615384615,0.4033,2.7538,3,2019
17,Privada com fins lucrativos,8677,Educação Presencial,10,0.714285714,0.1649,2.8858,3,2019
21,Privada com fins lucrativos,8683,Educação Presencial,69,0.802325581,-0.3638,2.0942,3,2019
5710,Privada com fins lucrativos,8686,Educação Presencial,37,0.822222222,0.8959,3.1832,4,2019
5806,Privada com fins lucrativos,8687,Educação Presencial,13,0.65,-1.3421,2.0406,3,2019
6208,Privada com fins lucrativos,8688,Educação Presencial,8,0.727272727,0.7038,2.7668,3,2019
23,Privada com fins lucrativos,8689,Educação Presencial,26,1.0,1.9929,3.6435,4,2019
12,Privada com fins lucrativos,8698,Educação Presencial,109,0.923728814,0.2744,3.5599,4,2019
19,Privada com fins lucrativos,24821,Educação Presencial,13,0.928571429,0.414,2.7045,3,2019
55,Privada com fins lucrativos,39431,Educação Presencial,22,0.88,2.1189,3.9109,4,2019
3501,Privada com fins lucrativos,308665,Educação Presencial,18,0.620689655,-1.0103,2.1031,3,2019
6,Privada com fins lucrativos,8666,Educação Presencial,60,0.833333333,0.1488,2.603,3,2019
5710,Privada sem fins lucrativos,1138328,Educação Presencial,29,0.568627451,-0.7453,2.1781,3,2019
23,Pública Estadual,8961,Educação Presencial,26,0.928571429,1.5136,3.3724,4,2019
12,Pública Estadual,8960,Educação Presencial,81,1.0,0.2721,3.5573,4,2019
27,Pública Estadual,3220,Educação Presencial,31,1.0,-0.8944,2.0874,3,2019
95,Privada com fins lucrativos,1184876,Educação Presencial,19,0.730769231,0.2057,2.5613,3,2019
23,Privada com fins lucrativos,59598,Educação Presencial,6,0.6,3.4162,4.4485,5,2019
19,Privada com fins lucrativos,59602,Educação Presencial,5,0.555555556,2.9616,4.1023,5,2019
36,Privada com fins lucrativos,59606,Educação Presencial,35,0.875,-0.2527,2.426,3,2019
28,Privada com fins lucrativos,73396,Educação Presencial,10,0.909090909,3.3618,4.7635,5,2019
21,Privada com fins lucrativos,5000428,Educação Presencial,56,0.903225806,0.551,2.7236,3,2019
5902,Privada com fins lucrativos,1160960,Educação Presencial,23,0.793103448,0.4095,2.3812,3,2019
5814,Privada com fins lucrativos,1160978,Educação Presencial,10,0.625,-0.6446,2.4471,3,2019
5710,Privada com fins lucrativos,1160983,Educação Presencial,29,0.828571429,0.2368,2.7796,3,2019
55,Privada com fins lucrativos,1180792,Educação Presencial,20,0.869565217,-0.113,2.2815,3,2019
17,Privada sem fins lucrativos,7403,Educação Presencial,20,0.571428571,-0.8612,2.0718,3,2019
90,Pública Estadual,122578,Educação Presencial,26,0.509803922,-0.2105,2.2875,3,2019
3501,Privada com fins lucrativos,74922,Educação Presencial,22,0.47826087,-0.8781,2.1647,3,2019
36,Privada com fins lucrativos,74924,Educação Presencial,51,0.68,-0.5189,2.2697,3,2019
6208,Privada com fins lucrativos,1167314,Educação Presencial,26,0.604651163,-0.7579,2.175,3,2019
5814,Privada com fins lucrativos,1174378,Educação Presencial,8,0.421052632,-3.8515,1.1406,2,2019
5710,Privada com fins lucrativos,1260949,Educação Presencial,14,0.666666667,-1.259,1.8635,2,2019
23,Privada com fins lucrativos,74920,Educação Presencial,15,0.483870968,0.4276,2.7582,3,2019
19,Privada sem fins lucrativos,106020,Educação Presencial,12,0.666666667,1.8014,3.4658,4,2019
5,Privada sem fins lucrativos,82635,Educação Presencial,35,0.813953488,0.4666,3.0254,4,2019
21,Privada sem fins lucrativos,82643,Educação Presencial,57,0.77027027,-0.2126,2.1982,3,2019
17,Privada sem fins lucrativos,88936,Educação Presencial,16,0.842105263,-0.8903,2.0487,3,2019
5710,Privada sem fins lucrativos,1188636,Educação Presencial,23,0.657142857,1.1114,3.3152,4,2019
5806,Privada sem fins lucrativos,1204362,Educação Presencial,9,0.692307692,1.3776,3.0301,4,2019
23,Privada sem fins lucrativos,79833,Educação Presencial,7,0.583333333,3.5681,4.5345,5,2019
17,Pública Federal,1270505,Educação Presencial,37,1.0,-0.832,2.0949,3,2019
6002,Pública Federal,1270499,Educação Presencial,15,0.9375,0.8563,2.938,3,2019
6307,Pública Federal,1270501,Educação Presencial,29,1.0,1.1996,2.8566,3,2019
6208,Pública Estadual,1300074,Educação Presencial,42,0.954545455,0.3387,2.619,3,2019
23,Privada com fins lucrativos,80324,Educação Presencial,41,0.911111111,-0.2623,2.3679,3,2019
36,Privada com fins lucrativos,88902,Educação Presencial,36,0.87804878,-0.5808,2.2334,3,2019
19,Privada com fins lucrativos,88938,Educação Presencial,24,0.923076923,0.5142,2.7595,3,2019
17,Privada com fins lucrativos,91177,Educação Presencial,34,0.85,-1.452,1.6031,2,2019
5,Privada com fins lucrativos,99648,Educação Presencial,42,0.913043478,-0.1637,2.27,3,2019
3501,Privada com fins lucrativos,1104026,Educação Presencial,35,0.897435897,-0.2875,2.4397,3,2019
5806,Privada com fins lucrativos,1174355,Educação Presencial,22,1.0,-1.2951,2.0577,3,2019
5710,Privada com fins lucrativos,1119045,Educação Presencial,41,0.854166667,-0.8119,2.1373,3,2019
6405,Privada com fins lucrativos,50796,Educação Presencial,36,0.9,-1.013,1.4073,2,2019
6208,Pública Estadual,82074,Educação Presencial,19,0.791666667,1.711,3.1746,4,2019
5710,Privada com fins lucrativos,1161249,Educação Presencial,35,0.660377358,-0.3396,2.4266,3,2019
90,Pública Estadual,1149894,Educação Presencial,23,0.534883721,-0.5757,2.1314,3,2019
92,Pública Estadual,1389827,Educação Presencial,6,0.6,0.8064,3.2526,4,2019
3501,Privada sem fins lucrativos,1106642,Educação Presencial,13,0.276595745,0.7594,2.9271,3,2019
19,Privada com fins lucrativos,1138794,Educação Presencial,8,0.727272727,0.0917,2.5277,3,2019
36,Privada com fins lucrativos,1138793,Educação Presencial,25,0.714285714,0.7521,3.0162,4,2019
6208,Privada com fins lucrativos,1161337,Educação Presencial,15,0.576923077,-0.6736,2.2092,3,2019
36,Privada com fins lucrativos,1280691,Educação Presencial,9,0.818181818,-0.8311,2.0863,3,2019
17,Privada sem fins lucrativos,110560,Educação Presencial,10,0.384615385,-0.7721,2.1425,3,2019
36,Privada com fins lucrativos,18593,Educação Presencial,34,0.80952381,0.1178,2.6436,3,2019
28,Privada com fins lucrativos,19304,Educação Presencial,25,0.543478261,0.984,3.1482,4,2019
19,Privada com fins lucrativos,89088,Educação Presencial,9,0.5,0.9427,2.9946,4,2019
55,Privada com fins lucrativos,72405,Educação Presencial,48,0.685714286,-0.0162,2.3522,3,2019
23,Privada com fins lucrativos,72407,Educação Presencial,15,0.5,0.5808,2.8448,3,2019
95,Privada com fins lucrativos,1382800,Educação Presencial,10,0.625,-0.7817,2.0774,3,2019
3501,Privada com fins lucrativos,415436,Educação Presencial,61,0.62244898,0.2197,2.6758,3,2019
5710,Privada com fins lucrativos,1205123,Educação Presencial,9,0.45,-0.9017,2.0823,3,2019
6208,Privada com fins lucrativos,1175384,Educação Presencial,5,0.416666667,-2.8235,1.3387,2,2019
6208,Privada com fins lucrativos,1156285,Educação Presencial,25,0.694444444,0.5398,2.7004,3,2019
6208,Privada com fins lucrativos,19332,Educação Presencial,0,0.0,,,SC,2019
5710,Privada com fins lucrativos,19333,Educação Presencial,33,0.6,-0.2271,2.4955,3,2019
5814,Privada com fins lucrativos,89153,Educação Presencial,18,0.692307692,-0.9111,2.3386,3,2019
5806,Privada com fins lucrativos,89157,Educação Presencial,18,0.5625,0.4644,2.6979,3,2019
21,Privada com fins lucrativos,20089,Educação Presencial,53,0.716216216,0.9595,3.0047,4,2019
6307,Privada com fins lucrativos,115422,Educação Presencial,14,0.736842105,1.1259,2.8297,3,2019
92,Pública Federal,1168209,Educação Presencial,16,0.888888889,0.7736,3.2398,4,2019
6405,Pública Federal,96436,Educação Presencial,31,0.885714286,-0.1852,1.9999,3,2019
36,Privada com fins lucrativos,104846,Educação Presencial,19,0.678571429,-0.6957,2.1659,3,2019
5814,Privada com fins lucrativos,104856,Educação Presencial,7,0.368421053,-3.2422,1.3889,2,2019
5806,Privada com fins lucrativos,105912,Educação Presencial,10,0.434782609,-1.8553,1.8539,2,2019
23,Privada com fins lucrativos,107614,Educação Presencial,23,0.442307692,-0.6334,2.158,3,2019
6208,Privada com fins lucrativos,104844,Educação Presencial,17,0.515151515,0.8003,2.8059,3,2019
12,Privada sem fins lucrativos,11233,Educação Presencial,101,1.0,-0.1909,3.0441,4,2019
23,Privada sem fins lucrativos,11234,Educação Presencial,15,0.789473684,0.7427,2.9364,3,2019
3501,Privada com fins lucrativos,1075492,Educação Presencial,7,0.7,1.4755,3.2605,4,2019
5710,Privada com fins lucrativos,1205750,Educação Presencial,6,0.428571429,-0.7194,2.194,3,2019
4003,Privada com fins lucrativos,1118154,Educação Presencial,2,1.0,-6.8679,0.0,1,2019
6008,Privada com fins lucrativos,5000353,Educação Presencial,9,0.5,-3.2921,0.7904,1,2019
6208,Privada sem fins lucrativos,106506,Educação Presencial,40,0.727272727,-0.0453,2.4635,3,2019
28,Privada sem fins lucrativos,52208,Educação Presencial,37,0.74,0.0095,2.4862,3,2019
19,Privada sem fins lucrativos,28663,Educação Presencial,11,0.733333333,0.6931,2.8576,3,2019
23,Privada sem fins lucrativos,1107276,Educação Presencial,23,0.958333333,0.3022,2.6873,3,2019
36,Privada sem fins lucrativos,1107279,Educação Presencial,41,0.953488372,0.6046,2.9296,3,2019
21,Privada sem fins lucrativos,1107280,Educação Presencial,138,0.762430939,-0.4074,2.0642,3,2019
95,Privada sem fins lucrativos,1108737,Educação Presencial,19,0.730769231,-1.7353,1.6101,2,2019
5806,Privada sem fins lucrativos,1109354,Educação Presencial,10,0.555555556,-1.7933,1.8765,2,2019
4003,Privada sem fins lucrativos,1109355,Educação Presencial,16,0.761904762,-1.517,1.7487,2,2019
5,Privada sem fins lucrativos,1169423,Educação Presencial,86,0.767857143,0.2509,2.7669,3,2019
5710,Privada sem fins lucrativos,1109540,Educação Presencial,86,0.699186992,-0.0816,2.5846,3,2019
6008,Privada sem fins lucrativos,1109541,Educação Presencial,42,0.65625,-0.7361,2.0223,3,2019
5814,Privada sem fins lucrativos,1109641,Educação Presencial,12,0.857142857,-1.7654,1.9905,3,2019
6002,Privada sem fins lucrativos,1203313,Educação Presencial,19,0.904761905,-1.4742,1.8612,2,2019
17,Privada sem fins lucrativos,1203323,Educação Presencial,8,0.888888889,-0.9599,1.9935,3,2019
3501,Privada sem fins lucrativos,1204182,Educação Presencial,4,0.363636364,0.7429,2.9194,3,2019
6307,Privada sem fins lucrativos,106504,Educação Presencial,24,0.75,0.0337,2.4321,3,2019
6208,Privada com fins lucrativos,1107909,Educação Presencial,10,0.769230769,-2.2328,1.5778,2,2019
6307,Privada com fins lucrativos,1107915,Educação Presencial,1,1.0,,,SC,2019
5902,Privada com fins lucrativos,1107950,Educação Presencial,13,0.8125,-2.7626,0.8396,1,2019
5710,Privada com fins lucrativos,1107903,Educação Presencial,13,0.684210526,-1.6867,1.6015,2,2019
5710,Privada sem fins lucrativos,15592,Educação Presencial,172,0.895833333,-0.0606,2.5974,3,2019
5806,Privada sem fins lucrativos,15593,Educação Presencial,64,0.831168831,0.7309,2.7948,3,2019
4003,Privada sem fins lucrativos,18252,Educação Presencial,48,0.888888889,0.7265,2.6817,3,2019
6008,Privada sem fins lucrativos,1119031,Educação Presencial,59,0.967213115,0.2602,2.5024,3,2019
6208,Privada sem fins lucrativos,1119044,Educação Presencial,89,0.809090909,0.2567,2.5858,3,2019
5814,Privada sem fins lucrativos,1059600,Educação Presencial,41,0.773584906,0.6022,2.9551,4,2019
5902,Privada sem fins lucrativos,46900,Educação Presencial,76,0.826086957,0.2156,2.2869,3,2019
3501,Privada sem fins lucrativos,122596,Educação Presencial,65,0.524193548,-0.2102,2.4756,3,2019
19,Privada com fins lucrativos,18752,Educação Presencial,16,0.64,0.8464,2.9418,3,2019
36,Privada com fins lucrativos,18757,Educação Presencial,59,0.830985915,-0.17,2.4746,3,2019
6,Privada com fins lucrativos,18768,Educação Presencial,16,0.941176471,2.9391,5.0,5,2019
21,Privada com fins lucrativos,59713,Educação Presencial,48,0.786885246,-0.6721,1.882,2,2019
23,Privada com fins lucrativos,59717,Educação Presencial,43,0.914893617,1.2819,3.2414,4,2019
28,Privada com fins lucrativos,59723,Educação Presencial,12,0.666666667,4.2651,5.0,5,2019
5814,Privada com fins lucrativos,60531,Educação Presencial,4,0.363636364,-2.2844,1.7791,2,2019
55,Privada com fins lucrativos,99114,Educação Presencial,28,0.823529412,1.046,3.1277,4,2019
6208,Privada com fins lucrativos,5000442,Educação Presencial,14,0.933333333,1.6922,3.167,4,2019
5902,Privada com fins lucrativos,1160980,Educação Presencial,17,0.944444444,0.6591,2.5025,3,2019
5710,Privada com fins lucrativos,1161000,Educação Presencial,62,0.873239437,0.0019,2.6357,3,2019
69,Privada com fins lucrativos,115754,Educação Presencial,8,0.615384615,1.8011,3.121,4,2019
3501,Privada com fins lucrativos,1178022,Educação Presencial,17,0.894736842,0.6189,2.8617,3,2019
95,Privada com fins lucrativos,1184874,Educação Presencial,31,0.756097561,-0.491,2.2199,3,2019
5814,Pública Estadual,73946,Educação Presencial,71,0.8875,-0.1767,2.6378,3,2019
6307,Pública Estadual,73948,Educação Presencial,49,0.942307692,-1.3469,1.9295,2,2019
6208,Privada com fins lucrativos,1203413,Educação Presencial,2,0.285714286,6.2195,5.0,5,2019
5710,Privada com fins lucrativos,1203412,Educação Presencial,4,0.285714286,-3.6564,0.3953,1,2019
6208,Pública Federal,96407,Educação Presencial,86,0.955555556,-0.6458,2.2204,3,2019
5902,Privada com fins lucrativos,1011004,Educação Presencial,22,0.407407407,-1.0227,1.6851,2,2019
5814,Privada com fins lucrativos,1011005,Educação Presencial,4,0.2,-6.6512,0.0,1,2019
6208,Privada com fins lucrativos,1011006,Educação Presencial,11,0.366666667,-0.6458,2.2204,3,2019
19,Privada com fins lucrativos,90756,Educação Presencial,10,0.4,-2.1553,1.2948,2,2019
23,Privada com fins lucrativos,97083,Educação Presencial,33,0.452054795,-0.4064,2.2864,3,2019
6208,Privada com fins lucrativos,1458066,Educação a Distância,0,0.0,,,SC,2019
5710,Privada com fins lucrativos,1079840,Educação Presencial,72,0.5625,-0.4876,2.3359,3,2019
5902,Privada com fins lucrativos,1163515,Educação Presencial,34,0.586206897,-0.3595,2.0074,3,2019
6208,Privada com fins lucrativos,116693,Educação Presencial,26,0.464285714,-1.2588,1.9722,3,2019
5806,Privada com fins lucrativos,1029280,Educação Presencial,18,0.529411765,-0.8145,2.2326,3,2019
92,Privada com fins lucrativos,1050233,Educação Presencial,2,0.333333333,2.7894,4.0278,5,2019
6008,Privada com fins lucrativos,106492,Educação Presencial,51,0.76119403,-0.4226,2.1734,3,2019
4003,Privada com fins lucrativos,49107,Educação Presencial,8,0.615384615,-2.8454,1.1963,2,2019
5710,Privada com fins lucrativos,25564,Educação Presencial,33,0.532258065,-1.3428,1.8122,2,2019
5814,Privada com fins lucrativos,27161,Educação Presencial,10,0.588235294,-1.7307,2.0047,3,2019
5806,Privada com fins lucrativos,32798,Educação Presencial,22,0.594594595,-0.9715,2.1755,3,2019
6208,Privada com fins lucrativos,36374,Educação Presencial,7,0.5,0.2591,2.5867,3,2019
5902,Privada com fins lucrativos,48540,Educação Presencial,35,0.603448276,-0.6853,1.8491,2,2019
92,Pública Estadual,1177371,Educação Presencial,21,0.807692308,0.809,3.2536,4,2019
12,Pública Municipal,4082,Educação Presencial,78,0.975,-0.9177,2.2385,3,2019
6208,Privada com fins lucrativos,120032,Educação Presencial,10,0.476190476,-2.9106,1.3034,2,2019
5902,Privada com fins lucrativos,120398,Educação Presencial,18,0.5625,-2.7474,0.8469,1,2019
5710,Privada com fins lucrativos,120400,Educação Presencial,8,0.666666667,-2.4183,1.1535,2,2019
6008,Privada com fins lucrativos,49082,Educação Presencial,6,0.666666667,-3.8677,0.513,1,2019
19,Privada com fins lucrativos,73408,Educação Presencial,13,0.8125,1.4948,3.2975,4,2019
28,Privada com fins lucrativos,76473,Educação Presencial,7,0.583333333,-0.1859,2.3535,3,2019
23,Privada com fins lucrativos,59638,Educação Presencial,26,0.634146341,2.0517,3.6768,4,2019
36,Privada com fins lucrativos,59644,Educação Presencial,29,0.763157895,0.461,2.8452,3,2019
5814,Privada com fins lucrativos,61285,Educação Presencial,12,0.857142857,1.4149,3.2862,4,2019
5806,Privada com fins lucrativos,61289,Educação Presencial,12,0.75,-0.2519,2.4373,3,2019
55,Privada com fins lucrativos,99102,Educação Presencial,13,0.8125,0.5098,2.7362,3,2019
6208,Privada com fins lucrativos,99174,Educação Presencial,12,0.857142857,2.3866,3.4482,4,2019
95,Privada com fins lucrativos,1322994,Educação Presencial,20,0.571428571,-1.3761,1.7862,2,2019
21,Privada com fins lucrativos,1160943,Educação Presencial,64,0.703296703,-0.0138,2.335,3,2019
5710,Privada com fins lucrativos,1160948,Educação Presencial,27,0.710526316,-0.3042,2.4483,3,2019
5902,Privada com fins lucrativos,1160949,Educação Presencial,17,0.68,1.3235,2.8254,3,2019
3501,Privada com fins lucrativos,1258831,Educação Presencial,5,0.625,0.4008,2.7602,3,2019
6002,Privada com fins lucrativos,106494,Educação Presencial,15,0.714285714,-3.1792,1.0734,2,2019
5806,Privada com fins lucrativos,106496,Educação Presencial,7,0.388888889,-3.3211,1.3206,2,2019
36,Privada com fins lucrativos,88658,Educação Presencial,37,0.74,-0.6876,2.1706,3,2019
28,Privada com fins lucrativos,88660,Educação Presencial,36,0.620689655,0.5714,2.8679,3,2019
23,Privada com fins lucrativos,88662,Educação Presencial,30,0.491803279,-0.1139,2.4519,3,2019
3501,Privada com fins lucrativos,88664,Educação Presencial,9,0.529411765,-1.463,1.8923,2,2019
19,Privada com fins lucrativos,97023,Educação Presencial,17,0.5,-1.0104,1.923,2,2019
5710,Privada com fins lucrativos,97027,Educação Presencial,62,0.59047619,-0.1025,2.5718,3,2019
6208,Privada com fins lucrativos,97029,Educação Presencial,41,0.585714286,-0.4019,2.3192,3,2019
5902,Privada com fins lucrativos,1321287,Educação Presencial,24,0.52173913,-1.0892,1.6528,2,2019
21,Privada com fins lucrativos,1321290,Educação Presencial,28,0.595744681,-0.1536,2.2388,3,2019
55,Privada com fins lucrativos,1322056,Educação Presencial,20,0.689655172,-0.0359,2.3378,3,2019
6307,Privada com fins lucrativos,1179380,Educação Presencial,22,0.511627907,-0.4116,2.2699,3,2019
95,Privada com fins lucrativos,1183151,Educação Presencial,7,0.4375,-1.6972,1.6288,2,2019
92,Privada com fins lucrativos,1184893,Educação Presencial,11,0.6875,0.9044,3.2909,4,2019
5710,Privada com fins lucrativos,1159088,Educação Presencial,41,0.706896552,0.1764,2.7426,3,2019
6208,Privada com fins lucrativos,1159089,Educação Presencial,18,0.857142857,-0.6457,2.2204,3,2019
55,Privada sem fins lucrativos,1203355,Educação Presencial,53,0.913793103,-0.4019,2.0706,3,2019
28,Pública Municipal,20683,Educação Presencial,34,0.666666667,-0.2525,2.3083,3,2019
17,Pública Municipal,1349101,Educação Presencial,15,0.714285714,-0.8699,2.0649,3,2019
3501,Pública Municipal,150186,Educação Presencial,41,0.672131148,-1.2944,1.9708,3,2019
5,Pública Municipal,20682,Educação Presencial,38,0.863636364,-0.5518,1.8049,2,2019
12,Privada sem fins lucrativos,15475,Educação Presencial,110,0.982142857,-0.389,2.8245,3,2019
6,Privada sem fins lucrativos,15476,Educação Presencial,31,0.837837838,0.5127,3.0161,4,2019
19,Privada sem fins lucrativos,15480,Educação Presencial,52,0.838709677,-0.173,2.3824,3,2019
23,Privada sem fins lucrativos,21606,Educação Presencial,40,0.8,-0.0174,2.5064,3,2019
36,Privada sem fins lucrativos,21607,Educação Presencial,38,0.88372093,0.4452,2.8359,3,2019
5710,Privada sem fins lucrativos,1282909,Educação Presencial,119,0.777777778,-0.1293,2.5554,3,2019
6208,Privada sem fins lucrativos,1179871,Educação Presencial,56,0.674698795,0.059,2.5057,3,2019
6208,Privada sem fins lucrativos,1177739,Educação Presencial,33,0.846153846,-0.4208,2.3115,3,2019
5710,Privada sem fins lucrativos,15461,Educação Presencial,42,0.75,-0.2828,2.4614,3,2019
5806,Privada sem fins lucrativos,15487,Educação Presencial,33,0.846153846,-0.4744,2.3563,3,2019
5902,Privada sem fins lucrativos,15489,Educação Presencial,46,0.793103448,0.6372,2.4918,3,2019
4003,Privada sem fins lucrativos,15490,Educação Presencial,14,0.823529412,-1.3915,1.8009,2,2019
21,Privada sem fins lucrativos,21608,Educação Presencial,83,0.79047619,-0.5845,1.9423,2,2019
6008,Privada sem fins lucrativos,1177678,Educação Presencial,26,0.866666667,-0.8603,1.9624,3,2019
5814,Privada com fins lucrativos,1119333,Educação Presencial,10,0.625,-0.9171,2.3361,3,2019
5814,Privada com fins lucrativos,101493,Educação Presencial,3,1.0,-0.4685,2.5189,3,2019
5806,Privada com fins lucrativos,1283103,Educação Presencial,0,0.0,,,SC,2019
6208,Privada com fins lucrativos,1117589,Educação Presencial,19,0.655172414,-1.4116,1.9103,2,2019
5902,Privada com fins lucrativos,1117759,Educação Presencial,7,0.368421053,-3.8025,0.3342,1,2019
5710,Privada com fins lucrativos,1261393,Educação Presencial,0,0.0,,,SC,2019
19,Privada sem fins lucrativos,55288,Educação Presencial,23,0.696969697,-0.0736,2.437,3,2019
6,Privada sem fins lucrativos,65240,Educação Presencial,25,0.806451613,-0.1205,2.2973,3,2019
36,Privada sem fins lucrativos,71589,Educação Presencial,43,0.826923077,-0.1075,2.5114,3,2019
6208,Privada sem fins lucrativos,5000504,Educação Presencial,22,0.75862069,0.6199,2.7328,3,2019
23,Privada sem fins lucrativos,5000505,Educação Presencial,12,0.705882353,-0.4983,2.2344,3,2019
5814,Privada sem fins lucrativos,1135057,Educação Presencial,9,0.642857143,-0.3042,2.5858,3,2019
3501,Privada sem fins lucrativos,1135106,Educação Presencial,12,0.428571429,-2.465,1.4258,2,2019
28,Privada sem fins lucrativos,1204247,Educação Presencial,7,0.4375,0.3489,2.7168,3,2019
6307,Pública Estadual,1261499,Educação Presencial,36,1.0,0.013,2.4245,3,2019
6208,Privada com fins lucrativos,1119928,Educação Presencial,0,0.0,,,SC,2019
5806,Pública Federal,14644,Educação Presencial,15,0.833333333,3.7597,3.8968,4,2019
5710,Pública Federal,14645,Educação Presencial,11,0.785714286,-6.1997,0.0,1,2019
5902,Pública Federal,14646,Educação Presencial,24,1.0,0.0922,2.2269,3,2019
4003,Pública Federal,14647,Educação Presencial,22,0.814814815,1.4476,2.9815,4,2019
5902,Pública Federal,5000960,Educação Presencial,13,0.684210526,1.019,2.6773,3,2019
5902,Pública Federal,14643,Educação Presencial,23,0.821428571,0.844,2.5923,3,2019
4003,Pública Federal,1285338,Educação Presencial,4,0.142857143,,,SC,2019
23,Privada com fins lucrativos,5000706,Educação Presencial,36,0.43373494,-0.0426,2.4922,3,2019
5814,Privada com fins lucrativos,112934,Educação Presencial,3,0.75,-7.9203,0.0,1,2019
5806,Privada com fins lucrativos,112936,Educação Presencial,7,0.7,-2.3425,1.6766,2,2019
36,Privada com fins lucrativos,112968,Educação Presencial,17,0.739130435,0.6984,2.9847,4,2019
5710,Privada com fins lucrativos,1117508,Educação Presencial,2,0.4,-4.3018,0.0,1,2019
6208,Privada com fins lucrativos,1069459,Educação Presencial,17,0.548387097,0.1912,2.5593,3,2019
5902,Privada com fins lucrativos,1069560,Educação Presencial,17,0.607142857,-2.1167,1.1535,2,2019
3501,Privada com fins lucrativos,1322119,Educação Presencial,11,0.733333333,-3.0659,1.146,2,2019
55,Privada sem fins lucrativos,74934,Educação Presencial,21,1.0,0.2774,2.5666,3,2019
23,Privada sem fins lucrativos,18452,Educação Presencial,6,0.375,1.353,3.2816,4,2019
36,Privada sem fins lucrativos,18453,Educação Presencial,18,0.818181818,-0.3936,2.3433,3,2019
6307,Privada sem fins lucrativos,57292,Educação Presencial,8,1.0,-0.4963,2.2391,3,2019
5710,Privada sem fins lucrativos,6569,Educação Presencial,35,0.648148148,-0.1305,2.5547,3,2019
21,Privada sem fins lucrativos,6574,Educação Presencial,37,0.5,-1.0696,1.6085,2,2019
6,Privada sem fins lucrativos,6583,Educação Presencial,20,0.833333333,-0.8069,1.5181,2,2019
4003,Privada sem fins lucrativos,22080,Educação Presencial,5,0.714285714,4.0542,4.0655,5,2019
5806,Privada sem fins lucrativos,22263,Educação Presencial,2,0.666666667,12.4646,5.0,5,2019
6008,Privada sem fins lucrativos,113933,Educação Presencial,41,0.953488372,-0.3065,2.2293,3,2019
3501,Privada sem fins lucrativos,306584,Educação Presencial,29,0.674418605,-1.1686,2.0294,3,2019
28,Privada sem fins lucrativos,74928,Educação Presencial,4,0.5,3.2864,4.7123,5,2019
5806,Privada com fins lucrativos,79707,Educação Presencial,23,0.741935484,-1.0137,2.1601,3,2019
6208,Privada com fins lucrativos,79709,Educação Presencial,40,0.727272727,-1.0132,2.0716,3,2019
5902,Privada com fins lucrativos,6560,Educação Presencial,42,0.68852459,-1.0254,1.6838,2,2019
4003,Privada com fins lucrativos,79702,Educação Presencial,15,0.833333333,-1.8292,1.6189,2,2019
36,Privada com fins lucrativos,51371,Educação Presencial,46,0.867924528,0.1882,2.685,3,2019
6208,Privada com fins lucrativos,87380,Educação Presencial,1,0.5,,,SC,2019
21,Privada com fins lucrativos,59688,Educação Presencial,33,0.733333333,1.1801,3.1565,4,2019
23,Privada com fins lucrativos,59690,Educação Presencial,18,0.620689655,2.5034,3.9323,4,2019
19,Privada com fins lucrativos,59983,Educação Presencial,27,0.6,0.8578,2.948,4,2019
4003,Privada com fins lucrativos,60512,Educação Presencial,5,1.0,-1.4865,1.7614,2,2019
5814,Privada com fins lucrativos,60516,Educação Presencial,6,0.857142857,1.7164,3.4091,4,2019
5806,Privada com fins lucrativos,60521,Educação Presencial,8,0.533333333,3.2131,3.6979,4,2019
28,Privada com fins lucrativos,60685,Educação Presencial,30,0.789473684,0.6876,2.9469,4,2019
5,Privada com fins lucrativos,73400,Educação Presencial,69,0.8625,0.3125,2.8407,3,2019
