area,ca,curso,modalidade,N,idd,idd_faixa,ano
38,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,100640,Educação Presencial,0,,SC,2018
1,Privada com fins lucrativos,100652,Educação Presencial,19,-0.557950064,3,2018
22,Privada com fins lucrativos,100656,Educação Presencial,27,-0.239746947,3,2018
38,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,100658,Educação Presencial,50,-0.249755231,3,2018
38,Privada com fins lucrativos,100664,Educação Presencial,9,1.506306845,4,2018
93,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,100678,Educação a Distância,1,,SC,2018
2,Privada com fins lucrativos,100710,Educação Presencial,84,-0.119096204,3,2018
2,Privada sem fins lucrativos,100712,Educação Presencial,20,-0.57832403,3,2018
2,Privada com fins lucrativos,100714,Educação Presencial,38,-0.305477093,3,2018
804,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,100754,Educação Presencial,12,4.295162291,4,2018
1,Privada com fins lucrativos,100766,Educação a Distância,10,-1.566449477,2,2018
13,Pessoa Jurídica de Direito Público - Federal,100822,Educação Presencial,51,-0.325225869,3,2018
38,Pessoa Jurídica de Direito Público - Federal,100866,Educação Presencial,27,0.55072867,3,2018
1,Pessoa Jurídica de Direito Público - Federal,100868,Educação Presencial,11,0.793419256,3,2018
1,Privada com fins lucrativos,100870,Educação Presencial,13,-0.31923973,3,2018
26,Privada com fins lucrativos,100875,Educação Presencial,6,-3.955751728,1,2018
18,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,100880,Educação Presencial,74,-0.287670433,3,2018
1,Privada com fins lucrativos,100884,Educação Presencial,9,-2.300400027,2,2018
22,Privada com fins lucrativos,100895,Educação Presencial,36,-1.399885954,2,2018
29,Pessoa Jurídica de Direito Público - Federal,100899,Educação Presencial,31,1.138806784,3,2018
22,Pessoa Jurídica de Direito Público - Federal,100918,Educação Presencial,15,0.56619958,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,100950,Educação Presencial,24,1.577843174,4,2018
2,Privada com fins lucrativos,100952,Educação Presencial,126,-0.122301966,3,2018
1,Fundação Pública de Direito Privado Municipal,100966,Educação Presencial,9,2.550153974,4,2018
1,Privada com fins lucrativos,101068,Educação Presencial,52,0.81676314,3,2018
1,Pessoa Jurídica de Direito Público - Federal,101082,Educação Presencial,217,0.018107057,3,2018
13,Pessoa Jurídica de Direito Público - Federal,101086,Educação Presencial,114,0.094626868,3,2018
38,Privada sem fins lucrativos,101098,Educação Presencial,6,-2.577431494,2,2018
1,Privada com fins lucrativos,101102,Educação Presencial,11,-1.849626996,2,2018
2,Privada com fins lucrativos,101104,Educação Presencial,30,3.472340967,5,2018
2,Privada sem fins lucrativos,101106,Educação Presencial,139,-0.214428937,3,2018
2,Privada com fins lucrativos,101108,Educação Presencial,36,-1.496261257,2,2018
2,Privada sem fins lucrativos,101110,Educação Presencial,97,0.393147246,3,2018
18,Privada com fins lucrativos,101112,Educação Presencial,51,0.051609856,3,2018
2,Privada com fins lucrativos,101116,Educação Presencial,32,0.73364895,4,2018
2,Privada com fins lucrativos,101119,Educação Presencial,46,0.39047452,3,2018
18,Pessoa Jurídica de Direito Público - Federal,101121,Educação Presencial,18,0.535524847,4,2018
2,Privada sem fins lucrativos,101123,Educação Presencial,113,-0.108169527,3,2018
2,Privada sem fins lucrativos,101125,Educação Presencial,25,-0.136161458,3,2018
26,Pessoa Jurídica de Direito Público - Federal,101127,Educação Presencial,143,-0.19542919,3,2018
803,Privada com fins lucrativos,101145,Educação Presencial,30,-0.095448222,3,2018
804,Privada com fins lucrativos,101146,Educação Presencial,31,-0.09663023,3,2018
86,Privada com fins lucrativos,101151,Educação Presencial,9,2.972053142,4,2018
84,Privada com fins lucrativos,101155,Educação Presencial,4,-17.17057565,1,2018
102,Privada com fins lucrativos,101157,Educação Presencial,6,2.895900059,4,2018
86,Privada com fins lucrativos,101159,Educação Presencial,8,-1.597734393,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,101168,Educação Presencial,27,-1.021206074,3,2018
106,Privada com fins lucrativos,101182,Educação Presencial,0,,SC,2018
105,Privada com fins lucrativos,101188,Educação Presencial,0,,SC,2018
87,Privada com fins lucrativos,101192,Educação Presencial,4,-4.127737995,2,2018
804,Privada com fins lucrativos,101196,Educação Presencial,15,0.407112931,3,2018
22,Privada com fins lucrativos,101203,Educação Presencial,42,-1.027915547,3,2018
38,Privada sem fins lucrativos,101235,Educação Presencial,10,-0.537543029,3,2018
26,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,101256,Educação Presencial,9,-2.176537854,2,2018
18,Privada com fins lucrativos,101320,Educação Presencial,5,5.881711228,5,2018
18,Privada com fins lucrativos,101324,Educação Presencial,29,0.316462848,3,2018
26,Privada sem fins lucrativos,101330,Educação Presencial,54,-1.763743013,2,2018
26,Privada sem fins lucrativos,101331,Educação Presencial,35,-3.026737498,2,2018
81,Pessoa Jurídica de Direito Público - Federal,101338,Educação Presencial,28,-0.827992754,2,2018
105,Privada com fins lucrativos,101389,Educação Presencial,22,1.89631525,3,2018
94,Privada com fins lucrativos,101395,Educação Presencial,2,,SC,2018
84,Privada com fins lucrativos,101397,Educação Presencial,1,,SC,2018
87,Privada com fins lucrativos,101399,Educação Presencial,4,1.237179891,3,2018
85,Privada com fins lucrativos,101401,Educação Presencial,6,0.683128242,3,2018
86,Privada com fins lucrativos,101403,Educação Presencial,0,,SC,2018
86,Privada sem fins lucrativos,101409,Educação Presencial,22,1.616304474,3,2018
87,Privada sem fins lucrativos,101411,Educação Presencial,12,0.494807871,3,2018
85,Privada com fins lucrativos,101416,Educação Presencial,9,3.519493199,4,2018
85,Privada com fins lucrativos,101436,Educação Presencial,10,4.010463892,4,2018
1,Privada sem fins lucrativos,101454,Educação Presencial,12,6.071938839,5,2018
18,Privada com fins lucrativos,101457,Educação Presencial,24,-0.943166619,3,2018
86,Privada com fins lucrativos,101472,Educação Presencial,19,-1.247119961,3,2018
101,Privada sem fins lucrativos,101526,Educação Presencial,6,1.161959602,3,2018
1,Pessoa Jurídica de Direito Público - Federal,101608,Educação Presencial,22,-0.207365654,3,2018
1,Privada com fins lucrativos,101624,Educação Presencial,23,0.157458418,3,2018
38,Privada sem fins lucrativos,101698,Educação Presencial,11,0.218047043,3,2018
93,Privada sem fins lucrativos,101760,Educação Presencial,6,3.969107983,4,2018
101,Privada com fins lucrativos,101770,Educação a Distância,4,4.964239536,5,2018
84,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,101780,Educação Presencial,13,0.567040137,3,2018
104,Privada sem fins lucrativos,101796,Educação Presencial,25,-0.920048375,3,2018
86,Privada com fins lucrativos,101810,Educação Presencial,8,0.120148205,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,101818,Educação Presencial,27,-0.492938288,3,2018
13,Pessoa Jurídica de Direito Público - Federal,101836,Educação Presencial,43,-0.439489611,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,101868,Educação Presencial,23,1.406931444,4,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,101870,Educação Presencial,13,3.760074602,4,2018
26,Privada sem fins lucrativos,101889,Educação Presencial,30,0.935084672,3,2018
18,Privada com fins lucrativos,101900,Educação Presencial,112,0.039109301,3,2018
26,Privada com fins lucrativos,101909,Educação Presencial,21,-1.339071278,2,2018
38,Privada com fins lucrativos,101924,Educação Presencial,16,-1.428538983,2,2018
804,Privada com fins lucrativos,101927,Educação Presencial,37,-0.483003415,3,2018
2,Privada com fins lucrativos,101930,Educação Presencial,143,0.084405635,3,2018
1,Pessoa Jurídica de Direito Público - Federal,101936,Educação Presencial,36,-1.25134879,3,2018
1,Privada sem fins lucrativos,101978,Educação Presencial,8,-1.463365794,2,2018
2,Privada com fins lucrativos,102006,Educação Presencial,23,3.783649666,5,2018
18,Privada sem fins lucrativos,102032,Educação Presencial,53,0.002875217,3,2018
18,Privada com fins lucrativos,102034,Educação Presencial,95,-0.341271213,3,2018
2,Privada com fins lucrativos,102056,Educação Presencial,120,0.351866201,3,2018
1,Pessoa Jurídica de Direito Público - Federal,102084,Educação Presencial,43,0.046900844,3,2018
2,Privada com fins lucrativos,102094,Educação Presencial,78,0.245535884,3,2018
105,Privada com fins lucrativos,102103,Educação Presencial,3,-3.083854602,2,2018
87,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,102107,Educação Presencial,8,4.80184199,4,2018
103,Privada com fins lucrativos,102111,Educação Presencial,4,5.971714466,5,2018
83,Privada com fins lucrativos,102113,Educação Presencial,17,2.899003056,4,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,102140,Educação Presencial,3,-2.049442911,2,2018
38,Pessoa Jurídica de Direito Público - Federal,102158,Educação Presencial,43,-0.999382317,3,2018
18,Pessoa Jurídica de Direito Público - Federal,102162,Educação Presencial,44,-0.207676444,3,2018
29,Pessoa Jurídica de Direito Público - Federal,102164,Educação Presencial,14,0.618344617,3,2018
803,Privada com fins lucrativos,102169,Educação Presencial,20,0.944353212,3,2018
804,Privada com fins lucrativos,102170,Educação Presencial,41,1.563511049,3,2018
18,Privada sem fins lucrativos,102173,Educação Presencial,206,-0.045210738,3,2018
88,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,102178,Educação Presencial,11,0.320725705,3,2018
93,Privada sem fins lucrativos,102202,Educação Presencial,24,-1.398280493,2,2018
87,Privada sem fins lucrativos,102204,Educação Presencial,15,0.75358926,3,2018
1,Privada sem fins lucrativos,102235,Educação Presencial,29,1.702852334,4,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,102270,Educação Presencial,9,0.115728262,3,2018
38,Pessoa Jurídica de Direito Público - Federal,102296,Educação Presencial,28,-1.012338108,3,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,102318,Educação a Distância,9,-0.814089126,3,2018
94,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,102320,Educação a Distância,2,,SC,2018
101,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,102322,Educação a Distância,23,,SC,2018
38,Pessoa Jurídica de Direito Público - Municipal,102327,Educação Presencial,3,-1.723549209,2,2018
18,Pessoa Jurídica de Direito Público - Federal,102530,Educação Presencial,76,-0.334121891,3,2018
2,Privada sem fins lucrativos,102586,Educação Presencial,7,-3.512654816,1,2018
38,Privada com fins lucrativos,102632,Educação Presencial,6,-5.412585377,1,2018
26,Pessoa Jurídica de Direito Público - Federal,102667,Educação Presencial,93,0.292227786,3,2018
88,Privada sem fins lucrativos,102684,Educação Presencial,15,-0.681038438,3,2018
38,Privada sem fins lucrativos,102686,Educação Presencial,144,-0.012709366,3,2018
87,Privada sem fins lucrativos,102693,Educação Presencial,13,-2.512186937,2,2018
105,Privada com fins lucrativos,102706,Educação Presencial,8,2.583656337,3,2018
85,Privada com fins lucrativos,102710,Educação Presencial,14,1.590661138,3,2018
85,Privada sem fins lucrativos,102730,Educação a Distância,0,,SC,2018
84,Privada com fins lucrativos,102734,Educação Presencial,16,1.166910977,4,2018
88,Privada sem fins lucrativos,102762,Educação Presencial,6,-0.062571057,3,2018
1,Privada sem fins lucrativos,102766,Educação Presencial,16,-2.489419891,2,2018
93,Privada sem fins lucrativos,102806,Educação Presencial,6,-6.074796736,1,2018
84,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,102808,Educação Presencial,6,-0.908909611,3,2018
83,Privada sem fins lucrativos,102814,Educação Presencial,9,1.874961275,4,2018
13,Privada sem fins lucrativos,102852,Educação Presencial,10,-2.443601945,2,2018
88,Privada sem fins lucrativos,102859,Educação Presencial,15,0.498697105,3,2018
87,Privada sem fins lucrativos,102861,Educação Presencial,10,-0.045216167,3,2018
85,Privada sem fins lucrativos,102885,Educação Presencial,17,0.410258126,3,2018
86,Privada com fins lucrativos,102906,Educação Presencial,13,2.311716648,4,2018
86,Privada com fins lucrativos,102912,Educação Presencial,57,-0.896949824,3,2018
22,Privada com fins lucrativos,102931,Educação Presencial,18,1.176461071,4,2018
26,Pessoa Jurídica de Direito Público - Federal,102935,Educação Presencial,37,-1.807035739,2,2018
88,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,102970,Educação Presencial,11,-2.473617809,2,2018
1,Privada com fins lucrativos,102989,Educação Presencial,45,-0.372155586,3,2018
22,Privada com fins lucrativos,102991,Educação Presencial,45,-0.183863965,3,2018
94,Privada com fins lucrativos,103002,Educação Presencial,13,0.975083687,3,2018
22,Pessoa Jurídica de Direito Público - Federal,103014,Educação Presencial,20,1.138468123,4,2018
1,Pessoa Jurídica de Direito Público - Federal,103016,Educação Presencial,26,0.466168376,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,103101,Educação Presencial,239,-0.218965845,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,103118,Educação Presencial,4,-6.597961304,1,2018
38,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,103132,Educação Presencial,0,,SC,2018
83,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,103186,Educação Presencial,21,-3.474164635,2,2018
85,Pessoa Jurídica de Direito Público - Municipal,103212,Educação Presencial,12,-2.835132912,2,2018
1,Privada com fins lucrativos,103252,Educação Presencial,39,1.30587637,4,2018
1,Privada com fins lucrativos,103272,Educação Presencial,31,0.875248715,3,2018
803,Pessoa Jurídica de Direito Público - Federal,103307,Educação Presencial,30,-0.234189271,3,2018
22,Privada com fins lucrativos,103320,Educação Presencial,28,-0.558939125,3,2018
1,Privada sem fins lucrativos,103324,Educação Presencial,17,-0.418281904,3,2018
85,Privada com fins lucrativos,103332,Educação a Distância,13,,SC,2018
86,Privada com fins lucrativos,103334,Educação a Distância,27,,SC,2018
87,Privada com fins lucrativos,103336,Educação a Distância,3,,SC,2018
1,Privada com fins lucrativos,103348,Educação Presencial,69,-0.068604936,3,2018
803,Pessoa Jurídica de Direito Público - Federal,103398,Educação Presencial,21,-1.517100506,2,2018
1,Pessoa Jurídica de Direito Público - Federal,103408,Educação Presencial,50,-0.04023639,3,2018
1,Pessoa Jurídica de Direito Público - Federal,103410,Educação Presencial,13,-1.859875842,2,2018
94,Privada sem fins lucrativos,103418,Educação Presencial,18,1.317732556,3,2018
86,Privada sem fins lucrativos,103420,Educação Presencial,30,-0.686965199,3,2018
1,Privada com fins lucrativos,103422,Educação Presencial,19,0.200288506,3,2018
22,Privada com fins lucrativos,103428,Educação Presencial,31,-0.557310879,3,2018
803,Pessoa Jurídica de Direito Público - Federal,103437,Educação Presencial,29,-0.449224285,3,2018
804,Pessoa Jurídica de Direito Público - Federal,103438,Educação Presencial,34,0.752400787,3,2018
38,Pessoa Jurídica de Direito Público - Federal,103439,Educação Presencial,35,0.498232481,3,2018
1,Privada sem fins lucrativos,103528,Educação Presencial,10,-0.20845197,3,2018
1,Privada com fins lucrativos,103532,Educação Presencial,7,-2.061385298,2,2018
86,Pessoa Jurídica de Direito Público - Municipal,103566,Educação Presencial,18,-3.534808875,2,2018
1,Privada com fins lucrativos,103598,Educação Presencial,42,-0.269728684,3,2018
94,Privada com fins lucrativos,103622,Educação Presencial,9,0.016518176,3,2018
93,Privada sem fins lucrativos,103638,Educação Presencial,8,1.083565064,3,2018
88,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,103650,Educação Presencial,19,1.316193245,4,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,103664,Educação Presencial,8,0.487971433,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,103668,Educação Presencial,22,-2.059116473,2,2018
2,Privada sem fins lucrativos,103792,Educação Presencial,108,-0.14202892,3,2018
804,Privada sem fins lucrativos,103808,Educação Presencial,60,0.458943185,3,2018
803,Privada sem fins lucrativos,103810,Educação Presencial,110,-0.925143615,3,2018
18,Privada com fins lucrativos,103830,Educação Presencial,72,0.053462375,3,2018
81,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,103836,Educação Presencial,8,1.023308297,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,103860,Educação Presencial,18,1.377455075,4,2018
1,Privada com fins lucrativos,103870,Educação Presencial,74,-0.199449791,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,103932,Educação Presencial,11,-1.01378521,3,2018
1,Privada sem fins lucrativos,103952,Educação Presencial,4,-9.315251565,1,2018
103,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,103966,Educação Presencial,9,-2.429130871,2,2018
18,Privada sem fins lucrativos,104028,Educação Presencial,17,-0.742782325,3,2018
86,Privada com fins lucrativos,104038,Educação Presencial,8,1.025009388,3,2018
93,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,104042,Educação Presencial,0,,SC,2018
93,Privada com fins lucrativos,104048,Educação Presencial,4,-2.4700636,2,2018
18,Privada com fins lucrativos,104063,Educação Presencial,157,-0.280014363,3,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,104092,Educação Presencial,17,1.652216191,3,2018
93,Privada sem fins lucrativos,104162,Educação Presencial,1,,SC,2018
84,Privada sem fins lucrativos,104164,Educação Presencial,2,-9.518498154,1,2018
83,Privada com fins lucrativos,104168,Educação Presencial,13,2.674312103,4,2018
1,Privada com fins lucrativos,104176,Educação Presencial,19,-0.72191337,3,2018
1,Privada com fins lucrativos,104192,Educação Presencial,29,1.243348046,4,2018
1,Privada com fins lucrativos,104199,Educação Presencial,32,-0.445612637,3,2018
22,Privada com fins lucrativos,104201,Educação Presencial,56,0.034161571,3,2018
1,Privada com fins lucrativos,104244,Educação Presencial,23,-0.351923942,3,2018
22,Privada com fins lucrativos,104246,Educação Presencial,48,0.195451777,3,2018
1,Privada com fins lucrativos,104254,Educação Presencial,45,-0.493447485,3,2018
38,Fundação Pública de Direito Privado Municipal,104259,Educação Presencial,9,2.23256752,4,2018
1,Pessoa Jurídica de Direito Público - Federal,104300,Educação Presencial,21,0.684213457,3,2018
26,Privada sem fins lucrativos,104316,Educação Presencial,33,0.494223058,3,2018
803,Privada sem fins lucrativos,104324,Educação Presencial,24,-0.976636347,3,2018
804,Privada sem fins lucrativos,104326,Educação Presencial,14,-1.000541731,2,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,104328,Educação Presencial,4,7.480669954,5,2018
85,Privada com fins lucrativos,104332,Educação Presencial,23,-1.04315938,3,2018
2,Privada sem fins lucrativos,104370,Educação Presencial,62,-0.038970632,3,2018
2,Privada com fins lucrativos,104390,Educação Presencial,149,-0.11322211,3,2018
2,Privada com fins lucrativos,104392,Educação Presencial,45,1.824053418,4,2018
2,Privada sem fins lucrativos,104396,Educação Presencial,29,-0.499222901,3,2018
2,Privada com fins lucrativos,104404,Educação Presencial,127,-0.04231213,3,2018
88,Privada com fins lucrativos,104408,Educação Presencial,13,-0.268198978,3,2018
101,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,104410,Educação Presencial,15,-0.990158732,3,2018
94,Privada com fins lucrativos,104412,Educação Presencial,7,2.614445619,4,2018
86,Privada com fins lucrativos,104424,Educação Presencial,17,5.265674646,4,2018
2,Privada com fins lucrativos,104432,Educação Presencial,49,0.588973856,4,2018
2,Privada sem fins lucrativos,104434,Educação Presencial,67,0.036743207,3,2018
2,Privada com fins lucrativos,104436,Educação Presencial,120,-0.377796364,3,2018
2,Privada com fins lucrativos,104438,Educação Presencial,35,-0.052631504,3,2018
2,Privada com fins lucrativos,104446,Educação Presencial,219,-0.19462718,3,2018
2,Privada sem fins lucrativos,104449,Educação Presencial,75,0.156886017,3,2018
2,Privada com fins lucrativos,104452,Educação Presencial,37,-0.2239041,3,2018
2,Privada com fins lucrativos,104462,Educação Presencial,62,0.330154096,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,104482,Educação Presencial,33,-1.231799116,2,2018
22,Privada com fins lucrativos,104484,Educação Presencial,24,2.111950389,4,2018
2,Privada com fins lucrativos,104490,Educação Presencial,113,0.231737361,3,2018
84,Privada com fins lucrativos,104524,Educação Presencial,0,,SC,2018
18,Privada com fins lucrativos,104528,Educação Presencial,0,,SC,2018
1,Privada com fins lucrativos,104530,Educação Presencial,35,-0.047220844,3,2018
22,Privada com fins lucrativos,104554,Educação Presencial,6,-5.151495213,1,2018
94,Pessoa Jurídica de Direito Público - Estadual,104578,Educação Presencial,33,-0.745193063,3,2018
2,Privada com fins lucrativos,104618,Educação Presencial,36,0.832298321,4,2018
2,Privada com fins lucrativos,104622,Educação Presencial,31,-0.38624792,3,2018
2,Privada com fins lucrativos,104628,Educação Presencial,99,-0.129411674,3,2018
83,Privada com fins lucrativos,104632,Educação Presencial,21,0.121648818,3,2018
2,Privada com fins lucrativos,104682,Educação Presencial,74,-1.295428419,2,2018
2,Privada sem fins lucrativos,104684,Educação Presencial,53,-0.917934884,2,2018
2,Privada com fins lucrativos,104710,Educação Presencial,34,1.345118165,4,2018
2,Privada com fins lucrativos,104728,Educação Presencial,5,1.60224166,4,2018
804,Privada com fins lucrativos,104731,Educação Presencial,22,0.046725138,3,2018
1,Pessoa Jurídica de Direito Público - Municipal,104768,Educação Presencial,2,,SC,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,104786,Educação Presencial,23,0.373100759,3,2018
1,Privada com fins lucrativos,104788,Educação Presencial,6,-0.569293758,3,2018
2,Privada com fins lucrativos,104794,Educação Presencial,120,-0.110536603,3,2018
1,Privada com fins lucrativos,104818,Educação Presencial,43,-0.361036189,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,104834,Educação Presencial,34,-0.279855334,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,104848,Educação Presencial,39,0.316589316,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,104858,Educação a Distância,33,-0.758502433,3,2018
86,Privada com fins lucrativos,104874,Educação Presencial,21,-0.013222407,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,104908,Educação Presencial,16,-1.723881092,2,2018
2,Privada sem fins lucrativos,104910,Educação Presencial,31,-2.372425592,2,2018
1,Privada com fins lucrativos,104936,Educação Presencial,7,-2.145437869,2,2018
86,Privada com fins lucrativos,104974,Educação Presencial,4,4.162012677,4,2018
94,Privada com fins lucrativos,104980,Educação Presencial,0,,SC,2018
104,Privada com fins lucrativos,105016,Educação Presencial,2,-12.46368777,1,2018
81,Privada sem fins lucrativos,105078,Educação Presencial,13,-0.204325916,3,2018
803,Pessoa Jurídica de Direito Público - Estadual,105128,Educação Presencial,10,-3.902133844,2,2018
804,Pessoa Jurídica de Direito Público - Estadual,105130,Educação Presencial,16,-0.305291731,3,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,105150,Educação Presencial,46,-0.587686743,3,2018
2,Privada com fins lucrativos,105192,Educação Presencial,93,-0.095891232,3,2018
1,Privada sem fins lucrativos,105198,Educação Presencial,0,,SC,2018
93,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,105246,Educação Presencial,6,0.76178855,3,2018
29,Pessoa Jurídica de Direito Público - Estadual,105272,Educação Presencial,14,-1.318419765,2,2018
1,Pessoa Jurídica de Direito Público - Estadual,105274,Educação Presencial,46,-1.045263221,3,2018
18,Pessoa Jurídica de Direito Público - Municipal,105276,Educação Presencial,17,-0.781680752,3,2018
93,Privada sem fins lucrativos,105281,Educação Presencial,20,2.006565364,3,2018
87,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,105297,Educação Presencial,0,,SC,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,105304,Educação Presencial,8,1.120415958,3,2018
86,Privada com fins lucrativos,105318,Educação Presencial,10,-0.311383558,3,2018
86,Privada com fins lucrativos,105326,Educação Presencial,17,0.146447714,3,2018
38,Pessoa Jurídica de Direito Público - Estadual,105344,Educação Presencial,3,0.352516998,3,2018
38,Pessoa Jurídica de Direito Público - Estadual,105346,Educação Presencial,14,-0.024735961,3,2018
84,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,105348,Educação Presencial,15,-2.607842923,3,2018
2,Privada sem fins lucrativos,105432,Educação Presencial,13,0.384171096,3,2018
1,Pessoa Jurídica de Direito Público - Federal,105440,Educação Presencial,54,0.422197854,3,2018
106,Pessoa Jurídica de Direito Público - Federal,105480,Educação Presencial,19,1.295749863,3,2018
1,Privada sem fins lucrativos,105494,Educação Presencial,34,0.926637302,3,2018
2,Privada com fins lucrativos,105498,Educação Presencial,85,-1.105095223,2,2018
94,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,105500,Educação Presencial,4,-0.847924731,3,2018
86,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,105508,Educação Presencial,17,0.141226483,3,2018
1,Pessoa Jurídica de Direito Público - Estadual,105578,Educação Presencial,21,0.41866528,3,2018
102,Privada com fins lucrativos,105640,Educação Presencial,7,-2.528633842,2,2018
106,Privada com fins lucrativos,105642,Educação Presencial,12,-0.59952494,3,2018
18,Privada sem fins lucrativos,105682,Educação Presencial,34,-0.147954475,3,2018
104,Privada com fins lucrativos,105750,Educação Presencial,30,1.458000921,4,2018
88,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,105758,Educação Presencial,20,-0.295202228,3,2018
22,Privada com fins lucrativos,105790,Educação Presencial,46,0.307278616,3,2018
38,Privada com fins lucrativos,105890,Educação Presencial,5,0.582937509,3,2018
22,Privada sem fins lucrativos,105918,Educação Presencial,44,0.150179212,3,2018
2,Privada sem fins lucrativos,105944,Educação Presencial,72,-0.295255219,3,2018
13,Privada sem fins lucrativos,105966,Educação Presencial,12,6.319506153,5,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,105970,Educação Presencial,20,1.50204732,4,2018
1,Privada com fins lucrativos,105976,Educação Presencial,7,-2.286906708,2,2018
1,Privada sem fins lucrativos,105978,Educação Presencial,12,1.487017512,4,2018
22,Privada com fins lucrativos,105988,Educação Presencial,15,-1.417021194,2,2018
86,Privada sem fins lucrativos,105996,Educação Presencial,28,-0.555133951,3,2018
2,Privada com fins lucrativos,106016,Educação Presencial,114,-0.29168819,3,2018
38,Privada com fins lucrativos,106018,Educação Presencial,3,-9.828701723,1,2018
22,Privada sem fins lucrativos,106022,Educação Presencial,31,-1.380777689,2,2018
1,Privada com fins lucrativos,106034,Educação a Distância,124,-0.093123743,3,2018
93,Privada com fins lucrativos,106072,Educação a Distância,44,-0.256216173,3,2018
104,Pessoa Jurídica de Direito Público - Federal,106104,Educação Presencial,97,-0.20125381,3,2018
804,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,106146,Educação Presencial,8,0.80478987,3,2018
22,Privada com fins lucrativos,106149,Educação Presencial,29,-0.736445477,3,2018
88,Privada com fins lucrativos,106161,Educação Presencial,33,-0.755239924,3,2018
84,Privada com fins lucrativos,106163,Educação Presencial,4,0.146775044,3,2018
